0.5248827934265137:0.7057561874389648 0.5569199323654175:0.6961988210678101 0.5617777109146118:0.7460820078849792 0.5233404636383057:0.6363477110862732 0.5141772627830505:0.7785874605178833 0.40572425723075867:0.5566728115081787 0.38305771350860596:0.8373088240623474 0.6303960680961609:0.5557111501693726 0.6755737066268921:0.9060842394828796 0.9799513816833496:0.9621738791465759 0.9808123707771301:0.9585251808166504 0.09377855807542801:0.36725637316703796 0.13290967047214508:0.4256375730037689 0.40690022706985474:0.13308674097061157 0.41998517513275146:0.3709409534931183 0.8156543374061584:0.07604589313268661 0.7914971709251404:0.3291383683681488 ,bridge
0.4689273536205292:0.8991289734840393 0.48812228441238403:0.8853892683982849 0.4880010187625885:0.8839294910430908 0.46719324588775635:0.8271658420562744 0.4679863154888153:0.8223852515220642 0.36122915148735046:0.807786226272583 0.364851713180542:0.8111580610275269 0.6045444011688232:0.9460235238075256 0.6074769496917725:0.936798632144928 0.9051142930984497:0.9642583727836609 0.8476697206497192:0.9445855617523193 0.10828897356987:0.5111376643180847 0.10439618676900864:0.486939936876297 0.3917587101459503:0.1801012009382248 0.38336625695228577:0.1795215755701065 0.8609681129455566:0.16454902291297913 0.8465483784675598:0.18934495747089386 ,bridge
0.2704371511936188:0.9452462792396545 0.2787388265132904:0.9774307608604431 0.2913777828216553:0.9716390371322632 0.2564885914325714:0.9851900935173035 0.28037193417549133:0.9690651893615723 0.11819051206111908:0.8266223073005676 0.20370763540267944:0.8008003234863281 0.6318041086196899:0.9234171509742737 0.6264423727989197:0.912353515625 0.9264944791793823:0.9501112699508667 0.8959721922874451:0.1463845819234848 0.16500388085842133:0.5006842017173767 0.07862107455730438:0.5913562178611755 0.5331164002418518:0.31421369314193726 0.3912138044834137:0.38625285029411316 0.9024786353111267:0.1427595317363739 0.9070571064949036:0.13802970945835114 ,bridge
0.8098812699317932:0.1386260688304901 0.8149333000183105:0.12970209121704102 0.8157724142074585:0.11034174263477325 0.7378690838813782:0.13766780495643616 0.727881669998169:0.10096849501132965 0.5306731462478638:0.1096513643860817 0.531741738319397:0.11408387124538422 0.9056078791618347:0.21812796592712402 0.8887370228767395:0.23027679324150085 0.953720211982727:0.4806104004383087 0.9551291465759277:0.4791281521320343 0.11490901559591293:0.47699663043022156 0.12909096479415894:0.479942262172699 0.3783310353755951:0.8998004198074341 0.38644352555274963:0.9045990705490112 0.8819267749786377:0.8694724440574646 0.8822832703590393:0.8678010106086731 ,bridge
0.547433078289032:0.051042575389146805 0.552926242351532:0.07132572680711746 0.5531938076019287:0.0724051222205162 0.4958537518978119:0.14597611129283905 0.4975477457046509:0.148245170712471 0.33601298928260803:0.0954091027379036 0.38326162099838257:0.11545611917972565 0.6582446694374084:0.08363942056894302 0.6586553454399109:0.08309180289506912 0.8739256858825684:0.10089967399835587 0.8817532062530518:0.10144747793674469 0.14405617117881775:0.4763811528682709 0.14969566464424133:0.48910975456237793 0.4537994861602783:0.7523859143257141 0.4311642348766327:0.8232988715171814 0.8457178473472595:0.7231956720352173 0.8757361173629761:0.7837799787521362 ,bridge
0.5215108394622803:0.04826759174466133 0.5370388627052307:0.07273772358894348 0.5382097959518433:0.07606218755245209 0.5111537575721741:0.14714719355106354 0.5100584626197815:0.14792929589748383 0.353094220161438:0.16471371054649353 0.3733882009983063:0.16330857574939728 0.6457400918006897:0.1205417662858963 0.6479094624519348:0.10261639952659607 0.8892579078674316:0.12120019644498825 0.9205517768859863:0.08710013329982758 0.12290697544813156:0.5405381917953491 0.12143823504447937:0.535110592842102 0.42379531264305115:0.802239716053009 0.4227239191532135:0.8097937703132629 0.8902497887611389:0.8222536444664001 0.8944801092147827:0.8219525814056396 ,bridge
0.5857086777687073:0.157240092754364 0.5864155292510986:0.18647542595863342 0.5807474851608276:0.18065033853054047 0.4907173216342926:0.22362066805362701 0.49333006143569946:0.21915288269519806 0.3455943763256073:0.17904731631278992 0.37416785955429077:0.16600283980369568 0.6387808322906494:0.1274133026599884 0.7001302242279053:0.0497903972864151 0.8629986047744751:0.12548092007637024 0.9387306571006775:0.08197056502103806 0.13803993165493011:0.594904363155365 0.1423388123512268:0.5853603482246399 0.5693498253822327:0.8996205925941467 0.5678755640983582:0.89119952917099 0.9121134877204895:0.7182044982910156 0.9078509211540222:0.7250180244445801 ,bridge
0.5085650682449341:0.8423486351966858 0.523624837398529:0.8083660006523132 0.5258917808532715:0.7999839782714844 0.4539792239665985:0.7544047832489014 0.45330631732940674:0.7579023241996765 0.33255112171173096:0.7886475920677185 0.338601678609848:0.7722932696342468 0.6242740154266357:0.9489090442657471 0.6384077668190002:0.8298937082290649 0.9016466736793518:0.9685168862342834 0.8704192042350769:0.8633278608322144 0.10880488157272339:0.3831757605075836 0.11088486760854721:0.3828776478767395 0.45832663774490356:0.08379925787448883 0.4782847464084625:0.1575727015733719 0.8637404441833496:0.19632020592689514 0.8044658303260803:0.2134794145822525 ,bridge
0.5399900674819946:0.10305042564868927 0.5583142042160034:0.12258688360452652 0.5620965361595154:0.12139946967363358 0.5405285358428955:0.17834125459194183 0.5459408164024353:0.17613142728805542 0.3579634726047516:0.22574220597743988 0.40014371275901794:0.21644049882888794 0.6559333801269531:0.17638635635375977 0.6684118509292603:0.10754110664129257 0.920204758644104:0.05200296640396118 0.8870146870613098:0.05361882597208023 0.1237056702375412:0.5196357369422913 0.12465734034776688:0.5097054243087769 0.42785266041755676:0.7628592252731323 0.3967008590698242:0.7344002723693848 0.844952404499054:0.7771952748298645 0.8852637410163879:0.8292744159698486 ,bridge
0.7261413931846619:0.8492332100868225 0.750982940196991:0.8771275281906128 0.7289468050003052:0.8779898881912231 0.8849358558654785:0.894408643245697 0.8728234171867371:0.9024904370307922 0.9318906664848328:0.7180688381195068 0.9019837975502014:0.8822165727615356 0.9012934565544128:0.4828813970088959 0.8334015607833862:0.5662962198257446 0.9579260945320129:0.24240215122699738 0.8987321853637695:0.29421189427375793 0.37810465693473816:0.5320320129394531 0.33536839485168457:0.5289159417152405 0.15269288420677185:0.08762726932764053 0.14629149436950684:0.09062572568655014 0.9444100260734558:0.15803082287311554 0.8122796416282654:0.17568671703338623 ,bridge
0.7020806074142456:0.08480779081583023 0.7327468395233154:0.11408805847167969 0.734780490398407:0.10827518999576569 0.6896544694900513:0.19103045761585236 0.6912907958030701:0.17619937658309937 0.528505265712738:0.22260086238384247 0.532288134098053:0.22800792753696442 0.7511813044548035:0.11139027774333954 0.7798270583152771:0.09380075335502625 0.9337821006774902:0.09829222410917282 0.9760505557060242:0.07648923248052597 0.3675973117351532:0.5718101263046265 0.3328723907470703:0.5706466436386108 0.6078516840934753:0.8524678945541382 0.6118131875991821:0.8431259393692017 0.8802050352096558:0.7664400935173035 0.9106785655021667:0.7722771167755127 ,bridge
0.4957723915576935:0.08571790158748627 0.5297518968582153:0.10262702405452728 0.5327080488204956:0.09880701452493668 0.503507137298584:0.17638471722602844 0.5018867254257202:0.1797114461660385 0.33898672461509705:0.18758752942085266 0.3516930639743805:0.20657941699028015 0.6257347464561462:0.08034619688987732 0.6504982113838196:0.07970764487981796 0.8892833590507507:0.1450756937265396 0.9312017560005188:0.06531800329685211 0.10469695925712585:0.5583772659301758 0.11420145630836487:0.5758586525917053 0.3906683027744293:0.966507077217102 0.3869410455226898:0.9698095917701721 0.732654869556427:0.858305037021637 0.7646150588989258:0.8692635893821716 ,bridge
0.7030177116394043:0.7879934906959534 0.7341678738594055:0.7951461672782898 0.73139488697052:0.7918900847434998 0.7275031805038452:0.7711908221244812 0.7163982391357422:0.7628447413444519 0.6218796968460083:0.7222132086753845 0.5856877565383911:0.7683899402618408 0.7886776924133301:0.8582781553268433 0.7307304739952087:0.8660774230957031 0.9327126145362854:0.9553358554840088 0.8044703006744385:0.962661862373352 0.41395989060401917:0.4707692265510559 0.36247923970222473:0.4929727017879486 0.6098523139953613:0.3899819850921631 0.6131574511528015:0.42776575684547424 0.9167830348014832:0.13520659506320953 0.8906038999557495:0.13345514237880707 ,bridge
0.36050522327423096:0.9951004385948181 0.39177411794662476:1.0174342393875122 0.3870147168636322:1.0038056373596191 0.36311936378479004:0.994290292263031 0.36887046694755554:0.9909509420394897 0.3549175560474396:0.9026859998703003 0.35645827651023865:0.8851090669631958 0.388641357421875:0.6285437941551208 0.25888970494270325:0.6365522146224976 0.1140124574303627:0.5891018509864807 0.09883721172809601:0.5904984474182129 0.14131812751293182:0.5307236909866333 0.0677775889635086:0.4949386417865753 0.47758588194847107:0.13728907704353333 0.31271883845329285:0.13504251837730408 0.8914708495140076:0.20105379819869995 0.6445199847221375:0.24635867774486542 ,bridge
0.5610035061836243:0.0917433500289917 0.5878674983978271:0.12596096098423004 0.5864785313606262:0.12504343688488007 0.5443502068519592:0.179600790143013 0.542169451713562:0.1828257143497467 0.39852771162986755:0.17887991666793823 0.41490328311920166:0.18179413676261902 0.6465585231781006:0.12053100764751434 0.6627525091171265:0.0697043389081955 0.8634139895439148:0.11592388898134232 0.9397516250610352:0.04620520770549774 0.10762898623943329:0.526073157787323 0.10336528718471527:0.5160903334617615 0.42059269547462463:0.8462255001068115 0.4269144535064697:0.8516115546226501 0.8309289813041687:0.7864778637886047 0.877659261226654:0.8118703961372375 ,bridge
0.5001934170722961:0.9341698288917542 0.5378803014755249:0.9063616991043091 0.5370219945907593:0.9047374725341797 0.48676836490631104:0.8479019403457642 0.4858604073524475:0.8495829701423645 0.3546871840953827:0.8516112565994263 0.36199235916137695:0.8570302724838257 0.6332855820655823:0.9700196981430054 0.6105548739433289:0.8873132467269897 0.912312388420105:0.9650359749794006 0.8244753479957581:0.8855653405189514 0.11559268832206726:0.5008751749992371 0.11200675368309021:0.4968201220035553 0.4436703026294708:0.21167334914207458 0.4420662820339203:0.2119678258895874 0.8862895369529724:0.17453867197036743 0.8175204396247864:0.22549328207969666 ,bridge
0.5542490482330322:0.027586353942751884 0.5881680846214294:0.051520735025405884 0.5854396224021912:0.058942217379808426 0.5694570541381836:0.14967411756515503 0.5557917952537537:0.15475989878177643 0.40966126322746277:0.19323325157165527 0.41850364208221436:0.23163633048534393 0.711309015750885:0.15616436302661896 0.71811443567276:0.16131320595741272 0.9776042103767395:0.13378244638442993 0.9767017364501953:0.13273891806602478 0.09630170464515686:0.5637256503105164 0.10087864100933075:0.5401321649551392 0.4548046588897705:0.8635706305503845 0.4625585973262787:0.862941324710846 0.9140150547027588:0.8819720149040222 0.9245143532752991:0.8920472264289856 ,bridge
0.5163142681121826:0.11473177373409271 0.5211225152015686:0.13066403567790985 0.5344998836517334:0.12959565222263336 0.4578782021999359:0.18355020880699158 0.4647030830383301:0.18328380584716797 0.3163873851299286:0.21039539575576782 0.3320801854133606:0.20822405815124512 0.6291560530662537:0.16425122320652008 0.6471729278564453:0.1067383885383606 0.9067031145095825:0.08167041093111038 0.9388224482536316:0.07451023161411285 0.11165662854909897:0.590648353099823 0.11038996279239655:0.5745422840118408 0.4210171103477478:0.9252707958221436 0.4285605251789093:0.916566789150238 0.8770333528518677:0.8211562633514404 0.9054105877876282:0.8515403270721436 ,bridge
0.22870542109012604:0.15357793867588043 0.22493480145931244:0.153819739818573 0.2245308756828308:0.14856146275997162 0.22551894187927246:0.16693773865699768 0.2257506549358368:0.1451590359210968 0.5094957947731018:0.7846837043762207 0.5080849528312683:0.7844167351722717 0.8236368298530579:0.8679257035255432 0.8196521401405334:0.8657411336898804 0.7417702674865723:0.5894786715507507 0.7413651943206787:0.5827950239181519 0.32100701332092285:0.18033641576766968 0.31928911805152893:0.15262193977832794 0.5232382416725159:0.09979656338691711 0.5268777012825012:0.31865453720092773 0.8537703156471252:0.1561976671218872 0.7548891305923462:0.36910322308540344 ,bridge
0.5744084715843201:0.8847576379776001 0.6135863661766052:0.8511425256729126 0.6221958994865417:0.845615029335022 0.5440613031387329:0.7817693948745728 0.5385359525680542:0.783298909664154 0.36423468589782715:0.7805138230323792 0.36404862999916077:0.7861245274543762 0.6509597301483154:0.9305670261383057 0.6476086974143982:0.9190508127212524 0.927442729473114:0.9571942090988159 0.8925774693489075:0.9363218545913696 0.10840844362974167:0.48323190212249756 0.08605916798114777:0.47664812207221985 0.3816312253475189:0.14755204319953918 0.3839067816734314:0.14903472363948822 0.8594517707824707:0.17991064488887787 0.8571962714195251:0.1792639046907425 ,bridge
0.42357978224754333:0.6881589889526367 0.45205041766166687:0.757104218006134 0.4412957429885864:0.736693263053894 0.43229126930236816:0.7230931520462036 0.4276832938194275:0.7282262444496155 0.3302837312221527:0.7283259034156799 0.32347458600997925:0.7444496750831604 0.6045770645141602:0.9105000495910645 0.6432406902313232:0.7691823840141296 0.8868686556816101:0.8491473197937012 0.885221004486084:0.8449684381484985 0.15711809694766998:0.3991890549659729 0.1485779583454132:0.366597056388855 0.4119991660118103:0.10627289861440659 0.4219498336315155:0.10846003144979477 0.8534077405929565:0.10940485447645187 0.8500796556472778:0.10427405685186386 ,bridge
0.5289555191993713:0.8665005564689636 0.5558870434761047:0.8430303335189819 0.5519426465034485:0.8421539068222046 0.5177028179168701:0.7770954370498657 0.5108423233032227:0.7834818363189697 0.3759429156780243:0.7745007276535034 0.3736046254634857:0.8092570304870605 0.6394783854484558:0.907599687576294 0.6073169708251953:0.9015733003616333 0.8768793344497681:0.9593387842178345 0.8044402599334717:0.9517993927001953 0.1543847620487213:0.43586215376853943 0.15519000589847565:0.42856112122535706 0.44284069538116455:0.08927884697914124 0.43120479583740234:0.10158385336399078 0.8668849468231201:0.17610304057598114 0.8344526290893555:0.22620369493961334 ,bridge
0.5165595412254333:0.914450466632843 0.5454040765762329:0.8881098031997681 0.539802074432373:0.8898552060127258 0.5196458697319031:0.8171533346176147 0.5139460563659668:0.823591411113739 0.36260783672332764:0.8102424740791321 0.34923234581947327:0.8206243515014648 0.6659578680992126:0.9191349148750305 0.6217641830444336:0.8829673528671265 0.9370648860931396:0.909977376461029 0.8441112637519836:0.8793716430664062 0.09118089079856873:0.48733392357826233 0.09816890209913254:0.4682203233242035 0.4256913959980011:0.12185228615999222 0.42087522149086:0.131309375166893 0.8355526924133301:0.1892191767692566 0.8184929490089417:0.18725164234638214 ,bridge
0.5547580122947693:0.13499344885349274 0.5686889886856079:0.16668623685836792 0.564788281917572:0.16226117312908173 0.49997854232788086:0.20500989258289337 0.49786531925201416:0.2074015587568283 0.37782683968544006:0.19453376531600952 0.3843142092227936:0.19637899100780487 0.6470869183540344:0.13509006798267365 0.6612464785575867:0.09688406437635422 0.8574379086494446:0.17907832562923431 0.9434376955032349:0.10122158378362656 0.13642017543315887:0.5477914214134216 0.13785742223262787:0.5454837083816528 0.44393837451934814:0.8085196018218994 0.4471907615661621:0.813234806060791 0.8684698939323425:0.8280190229415894 0.8953931927680969:0.8360997438430786 ,bridge
0.5305859446525574:0.10944625735282898 0.5729252696037292:0.09322422742843628 0.5620681643486023:0.07122375071048737 0.5212728381156921:0.11842869967222214 0.4962522089481354:0.11977626383304596 0.3208538591861725:0.21268221735954285 0.34835776686668396:0.19686883687973022 0.6307624578475952:0.07174064964056015 0.6396784782409668:0.07691343873739243 0.8580895066261292:0.04437289386987686 0.8805789351463318:0.03542029857635498 0.09735860675573349:0.5510174632072449 0.1027877926826477:0.56611567735672 0.3667601943016052:0.9041430354118347 0.3765586018562317:0.9261928200721741 0.8584969639778137:0.8884214758872986 0.8555161952972412:0.8898162245750427 ,bridge
0.7173354029655457:0.06204484403133392 0.7169408798217773:0.06479325890541077 0.7276983857154846:0.048757653683423996 0.6726744174957275:0.10285788774490356 0.6758306622505188:0.07971274852752686 0.4505433142185211:0.4296414852142334 0.4877149760723114:0.1707373559474945 0.6304779648780823:0.19106212258338928 0.792116105556488:0.03871675953269005 0.7807552814483643:0.17019236087799072 0.9803169965744019:0.03231201320886612 0.3530024588108063:0.4927835464477539 0.3122580945491791:0.4547421932220459 0.6239901781082153:0.7475582361221313 0.4285277724266052:0.569153904914856 0.93341064453125:0.9110901355743408 0.21771548688411713:0.7434594631195068 ,bridge
0.4051310122013092:0.921727180480957 0.4359239935874939:0.9130464196205139 0.43272262811660767:0.903814971446991 0.42603734135627747:0.8462744355201721 0.4250487983226776:0.8327615857124329 0.29732128977775574:0.8051599860191345 0.3071233034133911:0.8042617440223694 0.5498393774032593:0.9473199844360352 0.5176557302474976:0.8939358592033386 0.7582409977912903:0.8862866759300232 0.7372389435768127:0.8714662790298462 0.1348516196012497:0.5132644176483154 0.12613819539546967:0.5086753964424133 0.37117278575897217:0.22708573937416077 0.37214168906211853:0.220369353890419 0.8319658041000366:0.2718687057495117 0.8051369190216064:0.2712627351284027 ,bridge
0.4620107114315033:0.9662802219390869 0.47714126110076904:0.9510442018508911 0.4739360511302948:0.9517998695373535 0.4528687298297882:0.8859961628913879 0.45582902431488037:0.8838690519332886 0.33424386382102966:0.8098978400230408 0.3346762955188751:0.8110808730125427 0.6523468494415283:0.9344130158424377 0.6041802167892456:0.8684442639350891 0.9211634397506714:0.9723079204559326 0.8102415204048157:0.8629360198974609 0.1316767781972885:0.4420697093009949 0.12215579301118851:0.44097110629081726 0.46111297607421875:0.12648655474185944 0.4493952989578247:0.1581994742155075 0.8923628926277161:0.21593232452869415 0.8288885354995728:0.24130800366401672 ,bridge
0.8151900768280029:0.12438057363033295 0.8133372068405151:0.14610549807548523 0.8343618512153625:0.1810467690229416 0.8051341772079468:0.2566699981689453 0.7930194735527039:0.21006548404693604 0.5563279986381531:0.2895227372646332 0.5609905123710632:0.28811579942703247 0.787743330001831:0.19244694709777832 0.496153861284256:0.028911208733916283 0.8553154468536377:0.06459532678127289 0.8539169430732727:0.04056407883763313 0.14287246763706207:0.5632286667823792 0.1371089667081833:0.5618535876274109 0.3718038499355316:0.8519679307937622 0.29603704810142517:0.9296709895133972 0.7870786786079407:0.8127962350845337 0.8313644528388977:0.8439534902572632 ,bridge
0.8538033366203308:0.1549542099237442 0.8551527857780457:0.1802009642124176 0.8515313863754272:0.16522032022476196 0.75844806432724:0.20742399990558624 0.7462689280509949:0.19106203317642212 0.5768827795982361:0.24055419862270355 0.5678900480270386:0.21947814524173737 0.8441005945205688:0.26660993695259094 0.9386441707611084:0.11565863341093063 0.9698004126548767:0.3462989330291748 0.962645411491394:0.3577771782875061 0.11193835735321045:0.429893434047699 0.10361648350954056:0.4151498079299927 0.3590909242630005:0.9194432497024536 0.3821485638618469:0.8150421380996704 0.8639575839042664:0.7571026086807251 0.7890543341636658:0.5430125594139099 ,bridge
0.5391122698783875:0.02475498616695404 0.5684413313865662:0.05879383534193039 0.5669111013412476:0.06382372975349426 0.540023684501648:0.1492026448249817 0.5380783081054688:0.14182135462760925 0.3663097321987152:0.18056638538837433 0.3723941445350647:0.16127043962478638 0.6686464548110962:0.18378591537475586 0.6798459887504578:0.13940173387527466 0.8720735311508179:0.21461167931556702 0.9256933927536011:0.16426630318164825 0.09885206073522568:0.5274689793586731 0.10584987699985504:0.5297302007675171 0.39517977833747864:0.9367625713348389 0.39879706501960754:0.9498133659362793 0.7726887464523315:0.8085779547691345 0.8211660981178284:0.8076431155204773 ,bridge
0.4661584198474884:1.000060796737671 0.5178240537643433:1.0048273801803589 0.5174758434295654:0.9954897165298462 0.47420138120651245:0.9723198413848877 0.4556906819343567:0.9545677304267883 0.37448757886886597:0.8440385460853577 0.35623839497566223:0.8512325882911682 0.6699003577232361:0.9706843495368958 0.6614295840263367:0.954909086227417 0.9501459002494812:0.9720176458358765 0.8724053502082825:0.9577169418334961 0.09721039235591888:0.5706980228424072 0.12275011837482452:0.5408033132553101 0.4830262362957001:0.26386305689811707 0.4814120829105377:0.26594650745391846 0.9696906805038452:0.17461781203746796 0.9438973069190979:0.1378880888223648 ,bridge
0.5864788889884949:0.08788484334945679 0.5954728722572327:0.1138598769903183 0.5894737243652344:0.11027514189481735 0.5122474431991577:0.17392714321613312 0.5081540942192078:0.16918562352657318 0.3834543526172638:0.19683220982551575 0.38262706995010376:0.14802028238773346 0.6626220345497131:0.11625764518976212 0.6588330268859863:0.06860083341598511 0.9160518050193787:0.08052702248096466 0.9395334124565125:0.058058831840753555 0.11740167438983917:0.4987894594669342 0.16162551939487457:0.51194828748703 0.4514259696006775:0.8578906059265137 0.46470344066619873:0.8542656302452087 0.8986207246780396:0.7948781847953796 0.9050121307373047:0.8068698048591614 ,bridge
0.9275949001312256:0.13782258331775665 0.9494182467460632:0.13692525029182434 0.9564654231071472:0.11961990594863892 0.9286906123161316:0.13812777400016785 0.9418764710426331:0.10958067327737808 0.858842670917511:0.12008678168058395 0.8661848902702332:0.09086813777685165 0.9469836354255676:0.35401487350463867 0.9550621509552002:0.19712679088115692 0.977373480796814:0.3653835952281952 0.9804157018661499:0.3684450387954712 0.5727068781852722:0.34092530608177185 0.5991905331611633:0.3960656523704529 0.5956065654754639:0.5534138083457947 0.6222503185272217:0.5709061622619629 0.11694170534610748:0.4154767096042633 0.9550460577011108:0.8413594961166382 ,bridge
0.5271943211555481:0.10367962718009949 0.5405833721160889:0.13121150434017181 0.5417572259902954:0.13055580854415894 0.48481106758117676:0.17160962522029877 0.49487823247909546:0.17316114902496338 0.33730554580688477:0.15603375434875488 0.4046659767627716:0.1308734267950058 0.600580096244812:0.11493214219808578 0.6596905589103699:0.04078942909836769 0.7957024574279785:0.15917426347732544 0.9054892063140869:0.07654251903295517 0.07944923639297485:0.5065998435020447 0.08404013514518738:0.5099599361419678 0.4097556471824646:0.8137642741203308 0.4502018690109253:0.8709253072738647 0.7632172703742981:0.7485442161560059 0.8893733620643616:0.8111672401428223 ,bridge
